title;link;abstract;type
Leveraging Deep-learning and Field Experiment Response Heterogeneity to Enhance Customer Targeting Effectiveness;https://aisel.aisnet.org/icis2019/data_science/data_science/28/;Firms seek to better understand heterogeneity in the customer response to marketing campaigns, which can boost customer targeting effectiveness. Motivated by the success of modern machine learning techniques, this paper presents a framework that leverages deep-learning algorithms and field experiment response heterogeneity to enhance customer targeting effectiveness. We recommend firms run a pilot randomized experiment and use the data to train various deep-learning models. By incorporating recurrent neural nets and deep perceptron nets, our optimal deep-learning model can capture both temporal and network effects in the purchase history, after addressing the common issues in most predictive models such as imbalanced training, data sparsity, temporality, and scalability. We then apply the learned optimal model to identify customer targets from the large amount of remaining customers with the highest predicted purchase probabilities. Our application with a large department store on a total of 2.8 million customers supports that optimal deep-learning models can identify higher-value customer targets and lead to better sales performance of marketing campaigns, compared to industry common practices of targeting by past purchase frequency or spending amount. We demonstrate that companies may achieve sub-optimal customer targeting not because they offer inferior campaign incentives, but because they leverage worse targeting rules and select low-value customer targets. The results inform managers that beyond gauging the causal impact of marketing interventions, data from field experiments can also be leveraged to identify high-value customer targets. Overall, deep-learning algorithms can be integrated with field experiment response heterogeneity to improve the effectiveness of targeted campaigns.;machine learning
A human-centric perspective exploring the readiness towards smart warehousing: The case of a large retail distribution warehouse;https://doi.org/10.1016/j.ijinfomgt.2018.11.008;The explosive rise in technologies has revolutionised the way in which business operate, consumers buy, and the pace at which these activities take place. These advancements continue to have profound impact on business processes across the entire organisation. As such, Logistics and Supply Chain Management (LSCM) are also leveraging benefits from digitisation, allowing organisations to increase efficiency and productivity, whilst also providing greater transparency and accuracy in the movement of goods. While the warehouse is a key component within LSCM, warehousing research remains an understudied area within overall supply chain research, accounting for only a fraction of the overall research within this field. However, of the extant warehouse research, attention has largely been placed on warehouse design, performance and technology use, yet overlooking the determinants of Artificial Intelligence (AI) adoption within warehouses. Accordingly, through proposing an extension of the Technology–Organisation–Environment (TOE) framework, this research explores the barriers and opportunities of AI within the warehouse of a major retailer. The findings for this qualitative study reveal AI challenges resulting from a shortage of both skill and mind-set of operational management, while also uncovering the opportunities presented through existing IT infrastructure and pre-existing AI exposure of management.;machine learning
Applying artificial intelligence technique to predict knowledge hiding behavior;https://doi.org/10.1016/j.ijinfomgt.2019.02.006;Drawing on psychological ownership and social exchange theories, this study suggests theoretical arguments and empirical evidence for understanding employee reactions to distributive, procedural, and interactional (in)justice — three crucial bases of employees’ feelings of social self-worth. Utilizing field data and artificial intelligence technique, this paper reveals that distributive, procedural, and interactional (in)justice contribute to higher levels of knowledge hiding behavior among employees and that this impact is non-linear (asymmetric). By reuniting the discourses of organizational justice and knowledge management, this study indicates that feelings of psychological ownership of knowledge and the degree of social interaction are mechanisms that work with organizational (in)justice to influence knowledge hiding behavior. The current research may inform contemporary theories of business research and provide normative guidance for managers.;machine learning
Disaster City Digital Twin: A vision for integrating artificial and human intelligence for disaster management;https://doi.org/10.1016/j.ijinfomgt.2019.102049;"This paper presents a vision for a Disaster City Digital Twin paradigm that can: (i) enable interdisciplinary convergence in the field of crisis informatics and information and communication technology (ICT) in disaster management; (ii) integrate artificial intelligence (AI) algorithms and approaches to improve situation assessment, decision making, and coordination among various stakeholders; and (iii) enable increased visibility into network dynamics of complex disaster management and humanitarian actions. The number of humanitarian relief actions is growing due to the increased frequency of natural and man-made crises. Various streams of research across different disciplines have focused on ICT and AI solutions for enhancing disaster management processes. However, most of the existing research is fragmented without a common vision towards a converging paradigm. Recognizing this, this paper presents the Disaster City Digital Twin as a unifying paradigm. The four main components of the proposed Digital Twin paradigm include: multi-data sensing for data collection, data integration and analytics, multi-actor game-theoretic decision making, and dynamic network analysis. For each component, the current state of the art related to AI methods and approaches are examined and gaps are identified.";machine learning
On the training of a neural network for online path planning with offline path planning algorithms;https://doi.org/10.1016/j.ijinfomgt.2020.102142;One of the challenges in path planning for an automated vehicle is uncertainty in the operational environment of the vehicle, demanding a quick but sophisticated control of the vehicle online. To address this online path planning issue, neural networks, which can derive a heading for an operating vehicle in a given situation, have been actively studied, demonstrating their satisfactory performance. However, the study on the training path data, which specifies the desired output of a neural network and in turn influences the behavior of the neural network, has been neglected in the literature. Motivated by this fact, in this paper, we first generate different training path data sets applying two different offline path planning algorithms and evaluate the performance of a neural network as an online path planner depending on the training data under a simulation environment. We further investigate the properties of the training data that make a neural network more reliable for online path planning.;machine learning
PTZ-Surveillance coverage based on artificial intelligence for smart cities;https://doi.org/10.1016/j.ijinfomgt.2019.04.017;"Surveillance cameras have a plethora of usages in newly born cities including smart traffic, healthcare, monitoring, and meeting security needs. One of the most famous new cites is the Egypt's new administration capital “New Cairo”. The new administration capital of Egypt mainly characterizes with the green life style via the ""Green River "". In this paper, a new enhanced Artificial Intelligence (AI) algorithm is introduced for adjusting the orientation of Pan–Tilt–Zoom (PTZ) surveillance cameras in new Cairo. In other words, the new proposed algorithm is used for improving the field of view (FOV) coverage of PTZ cameras network. For validating the proposed algorithm, it is tested on many scenarios with different criterions. After that, the proposed algorithm is applied to adjust the PTZ monitoring cameras in the green river which locates on new administrative capital as an equivalent to the river Nile. In addition, it compared with several other AI algorithms through the appropriate statistical analysis. The overall experimental results indicate the prosperity of the proposed algorithm for increasing the coverage of the PTZ surveillance system.";machine learning
Put your money where your mouth is: Using deep learning to identify consumer tribes from word usage;https://doi.org/10.1016/j.ijinfomgt.2019.03.011;Internet and social media offer firms novel ways of managing their marketing strategy and gain competitive advantage. The groups of users expressing themselves on the Internet about a particular topic, product, or brand are frequently called a virtual tribe or E-tribe. However, there are no automatic tools for identifying and studying the characteristics of these virtual tribes. Towards this aim, this paper presents Tribefinder, a system to reveal Twitter users’ tribal affiliations, by analyzing their tweets and language use. To show the potential of this instrument, we provide an example considering three specific tribal macro-categories: alternative realities, lifestyle, and recreation. In addition, we discuss the different characteristics of each identified tribe, in terms of use of language and social interaction metrics. Tribefinder illustrates the importance of adopting a new lens for studying virtual tribes, which is crucial for firms to properly design their marketing strategy, and for scholars to extend prior marketing research.;machine learning
Setting the future of digital and social media marketing research: Perspectives and research propositions;https://doi.org/10.1016/j.ijinfomgt.2020.102168;The use of the internet and social media have changed consumer behavior and the ways in which companies conduct their business. Social and digital marketing offers significant opportunities to organizations through lower costs, improved brand awareness and increased sales. However, significant challenges exist from negative electronic word-of-mouth as well as intrusive and irritating online brand presence. This article brings together the collective insight from several leading experts on issues relating to digital and social media marketing. The experts’ perspectives offer a detailed narrative on key aspects of this important topic as well as perspectives on more specific issues including artificial intelligence, augmented reality marketing, digital content management, mobile marketing and advertising, B2B marketing, electronic word of mouth and ethical issues therein. This research offers a significant and timely contribution to both researchers and practitioners in the form of challenges and opportunities where we highlight the limitations within the current research, outline the research gaps and develop the questions and propositions that can help advance knowledge within the domain of digital and social marketing.;machine learning
FOOL ME ONCE, SHAME ON YOU, FOOL ME TWICE, SHAME ON ME: A TAXONOMY OF ATTACK AND DE-FENSE PATTERNS FOR AI SECURITY;https://aisel.aisnet.org/ecis2020_rp/166/;Advances in the area of AI systems lead to the application of complex deep neural networks (DNN) that outperform other algorithms in critical applications like predictive maintenance, healthcare or autonomous driving. Unfortunately, the properties that render them so successful also lead to vulnerabilities that can make them the subject of adversarial attacks. While these systems try to mimic human behavior when transforming large amounts of data into decision recommendations, they remain black-box models so that humans often fail to detect adversarial behavior patterns in the model training process. Therefore, we derive a taxonomy from an extensive literature review to structure the knowledge of possible attack and defense patterns to create a basis for the analysis and implementation of AI security for scientists and practitioners alike. Furthermore, we use the taxonomy to expose the most common attack pattern and, in addition, we demonstrate the application of the taxonomy by projecting two real-world cases onto the taxonomy space and discuss applicable attack and defense patterns.;machine learning
PRESCRIPTIVE PROCESS ANALYTICS WITH DEEP LEARNING AND EXPLAINABLE ARTIFICIAL INTELLIGENCE;https://aisel.aisnet.org/ecis2020_rp/122/;The proliferation of enterprise information systems allows to capture the digital footprints generated over various user interaction phases. Such transaction data describe the details of the user interactions and the underlying processes on a fine granular level. Building capabilities to analyse the transactional process data is a key success differentiation factor that enables to grasp the user behavior more effectively. In this study, we aim to propose a prescriptive process analytics approach by combining the approaches from the machine learning, process mining and explainable artificial intelligence (XAI) research domains. After examining predictability of the business processes by employing an advanced deep learning approach, this study applies for the first time both in the business process prediction and customer journey analytics research domains an XAI technique, Partial Dependence Plots (PDP), to generate causal explanations. The real-life process data delivered by various information systems of a Dutch autonomous administrative authority were used to investigate the appropriateness of the proposed prescriptive analytics approach. The applied deep learning approach achieves a very good performance with an Area Under ROC Curve of 0.933. The generated explanations with PDP give insights to identify a set of alternative courses-of-actions to prevent the undesired outcomes.;machine learning
The Convergence of Distributed Ledger Technology and Artificial Intelligence: An end-to-end Reference Lending Process for Financial Services;https://www.alexandria.unisg.ch/260329/;Distributed Ledger Technology (DLT) and Artificial Intelligence (AI) represent two potential disruptive technologies at the top of their hype cycle. Subsequently, questions arise what impact these technologies can have on future business models, especially for service-driven industries like the financial sector. While various assumptions in practice indicate a complementary usage of both DLT and AI to generate new value creation potentials, current literature and research remains scarce. To understand possible synergies for financial services, a segregated perspective on DLT or AI alone is not enough. Therefore, the main objective of this paper is to gain first insights how specific elements of these technologies can be mutually implemented and combined for a potential technological convergence on basis of an end-to-end lending reference process. Building upon the existing body of knowledge and based on Design Science Research, an instantiation of the re-designed process has been created in three iterative cycles. The process prototype demonstrates that DLT and AI are complementary technologies and mostly do not compete against each other with a focus on subsequent synergies. Finally, a comparative overview of the impact on the respective sub-processes has been elaborated to conduct principles for the design and development of future distributed-ledger-based AI applications.;machine learning
THE HUMANS BEHIND ARTIFICIAL INTELLIGENCE – AN OPERATIONALISATION OF AI COMPETENCIES;https://aisel.aisnet.org/ecis2020_rp/141/;Despite the importance of artificial intelligence (AI) proficiency as a determinant for AI adoption, there remains a lack of empirical research studying competencies needed to leverage AI effectively. This paper addresses this research gap with a mixed methods approach. First, we conduct a qualitative content analysis of the practical and scientific literature to derive and structure the existing body of knowledge. We subsequently perform a quantitative content analysis of 9,247 job advertisements. We merge the results using a triangulation approach and a) present a comprehensive overview of key technical and managerial competencies essential for implementing and utilising AI on an individual level, b) highlight the demand for AI-related competencies in the three occupational fields Data Science and Engineering, Software Engineering and Development, and Business Development and Sales, and c) underline the need to adapt workforce competencies to a labour market transformation induced by AI.;machine learning
The Impact of Artificial Intelligence on Individual Performance: Exploring the Fit between Task, Data, and Technology;https://aisel.aisnet.org/ecis2020_rp/200/;Artificial intelligence (AI) is increasingly deployed in organizations, allowing information systems (IS) to incorporate self-learning mechanisms. Machine learning (ML) is commonly used as the underlying technology, as it enables IS to derive patters from collected data and perform tasks that were previously reserved for humans. While organizations hope to increase their efficiency and effectivity through adopting AI, the actual linkage between AI use and performance impacts for individuals remains largely overlooked in IS research so far. Therefore, we employ a qualitative research approach to develop a theoretical model for this relationship. In detail, we conduct expert interviews and build on the widely used “task-technology-fit” (TTF) theory. We identify relevant dimensions for the main theory constructs and expand the theory with further components to fit the AI context. Our findings enable future empirical research regarding performance impacts of AI use. Practitioners can use our model to evaluate use cases for AI adoption by considering task, data, and technology characteristics.;machine learning
Actualizing affordances – Story of Indian Information Technology (IT) Industry delivering Artificial Intelligence based solutions;https://aisel.aisnet.org/icis2020/is_development/is_development/3/;Indian IT industry with its long history in delivering quality customized software solutions is gearing up to provide solutions around emerging technologies such as AI, to its clients. In this study, we attempt to explore this transition through the lens of affordances within the IS literature. We base our findings on a four-month ethnography, where one of us worked as a part of a team providing AI solutions in an IT organization situated in Bengaluru, India. Applying Volkoff and Strong’s critical realist framework to the nature of affordances that are being actualized, we compare work practices and processes in this AI project with traditional software development. Given that these two call for different affordances, our in-situ observations parse the actualization of affordances within the organization. Our findings indicate that affordances associated with traditional software development continue to get actualized as work processes even in the context of AI projects.;machine learning
Building Trust in Intelligent Automation: Insights into Structural Assurance Mechanisms for Autonomous Vehicles;https://aisel.aisnet.org/icis2020/iot_smart/iot_smart/7/;Intelligent automation is increasingly taking over tasks that normally require substantial human experience and intuition. However, for individuals to delegate full control to applications like autonomous vehicles (AVs), they need to establish sufficient initial trust in the automation's functionality, reliability and transparency. Manufacturers and external institutions may build users' initial trust by providing structural assurance. Answering calls for a more context-specific, theoretically substantiated investigation of trust in AVs, we investigate how five different forms of structural assurance can be designed and how effective they are in trust-building: Technical, provider, legal, certifier and social protection. Extending previous, survey-based research, we conducted a choice-based conjoint experiment (n = 220). We find that external structural assurance in the form of legal and certifier protection may even outperform manufacturers' trust-building efforts. This is especially the case for some user groups, as a cluster analysis reveals individuals' heterogeneous preferences for structural assurance mechanisms.;machine learning
Combining Blockchain and Artificial Intelligence – Literature Review and State of the Art;https://aisel.aisnet.org/icis2020/blockchain_fintech/blockchain_fintech/6/;Artificial intelligence and blockchain are among the most popular technologies. Combine the two technologies also harbors manifold potentials. For instance, blockchain can help address specific AI-related difficulties such as the black box problem. Vice versa, AI offers opportunities to improve the blockchain’s mining process, or smart contracts. Despite their relevance for companies, these combination solutions have so far received little attention. We undertake a systematic literature review to close this research gap and to provide a first comprehensive overview of this emerging field. We do so by providing a threefold categorization of the different options for connecting the blockchain and AI.;machine learning
How Much AI Do You Require? Decision Factors for Adopting AI Technology;https://aisel.aisnet.org/icis2020/implement_adopt/implement_adopt/10/;Artificial intelligence (AI) based on machine learning technology disrupts how knowledge is gained. Nevertheless, ML’s improved accuracy of prediction comes at the cost of low traceability due to its black-box nature. The field of explainable AI tries to counter this. However, for practical use in IT projects, these two research streams offer only partial advice for AI adoption as the trade-off between accuracy and explainability has not been adequately discussed yet. Thus, we simulate a decision process by implementing three best practice AI-based decision support systems for a high-stake maintenance decision scenario and evaluate the decision and attitude factors using the Analytical Hierarchy Process (AHP) through an expert survey. The combined results indicate that system performance is still the most important factor and that implementation effort and explainability are relatively even factors. Further, we found that systems using similarity-based matching or direct modeling for remaining useful life estimation performed best.;machine learning
"Leveraging ""AI-as-a-Service"" - Antecedents and Consequences of Using Artificial Intelligence Boundary Resources";https://aisel.aisnet.org/icis2020/governance_is/governance_is/6/;"Increased data availability and computing power allows businesses across industries to employ AI technologies in their products and processes. Yet, leveraging AI effectively requires high investments. To reduce these investments, companies can implement AI capabilities directly via boundary resources such as application programming interfaces (APIs). However, research tells us little about antecedents and performance consequences of the use of AI boundary resources. To close this gap, we derive hypotheses from the resource-based view and the relational view of competitive advantages and test these hypotheses on a panel dataset of S&P 500 firms for the years 2010 to 2018. Our results show that firms with high levels of internal AI capabilities are particularly likely to adopt AI boundary resources for process improvements; firms with high external market pressure are positively associated to use AI boundary resources for customer solutions; and the use of AI boundary resources has a positive performance effect.";machine learning
Realizing Digital Innovation from Artificial Intelligence;https://aisel.aisnet.org/icis2020/digital_innovation/digital_innovation/6/;Artificial Intelligence (AI) promises to have a transformational impact on our economy and society. It offers the opportunity for digital innovation, as it can be embedded in products and services. However, although companies are adopting AI, success stories are limited. Similarly, research on how to realize digital innovation from AI is scarce. To analyze the role of AI for digital innovation and how it affects the venture creation process, we conduct an in-depth case study at a heavily-funded medical imaging AI company. Our case study reveals four AI-caused tensions, which a digital venture faces, and we discuss four ways in which it counters them: (1) Managing Over-Expectations of AI, (2) Designing Work Routines for AI, (3) Addressing Opposing User Perceptions of AI, and (4) Integrating Domain Expertise with AI. Ultimately, we hope to contribute to the understanding of digital innovation in the context of AI.;machine learning
The Impact of AI-powered Shelf Monitoring on Product Sales;https://aisel.aisnet.org/icis2020/hci_artintel/hci_artintel/16/#:~:text=We%20find%20that%20AI%2Dpowered,retailers%20rather%20than%20chained%20retailers.;We collaborate with Danone to study how AI-based shelf monitoring helps with manufacturers' shelf management efforts by using data from a field experiment. We find that AI-powered shelf monitoring significantly improves product sales. This effect is only partially persistent in that it diminishes after monitoring is terminated. We further reveal that the positive effect is attributed to independent retailers rather than chained retailers. Since the major difference in shelf monitoring between these two types of retailers is the degree of heterogeneity in shelf space rental contracts, this finding indicates that AI-powered monitoring is better than human monitoring when facing more heterogeneous shelf displays. The finding further suggests the better scalability of AI in coping with more heterogeneous objects. We also interview with the delegates and find a low marginal cost of adopting, which suggests a long-term applicability of AI-powered shelf monitoring to generate value for the manufacturer.;machine learning
The influence of algorithm aversion and anthropomorphic agent design on the acceptance of AI-based job recommendations;https://aisel.aisnet.org/icis2020/is_workplace_fow/is_workplace_fow/4/;Artificial intelligence (AI) offers promising tools to support the job-seeking process by providing automatic and user-centered job recommendations. However, job seekers often hesitate to trust AI-based recommendations in this context given the far-reaching consequences of the importance of the decision for a job on their future career and life. This hesitation is largely driven by a lack of explainability, as underlying algorithms are complex and not clear to the user. Prior research suggests that anthropomorphization (i.e., the attribution of human traits) can increase the acceptance of technology. Therefore, we adapted this concept for AI-based recommender systems and conducted a survey-based study with 120 participants. We find that that using an anthropomorphic design in a recommender system for open positions increases job seekers' acceptance of the underlying system. However, algorithm aversion rises if detailed information on the algorithmic origin is being disclosed.;machine learning
Using Machine Learning to Improve the Sustainability of the Online Review Market;https://aisel.aisnet.org/icis2020/societal_impact/societal_impact/14/;Powered by the Internet, the online review market has grown exponentially, providing a trove of information to customers and business. However, cracks have started to appear around the economic, social and environmental sustainability of online reviews and surrounding processes. The root of these concerns lies in the number of reviews having no informational value. With the aim of improving the sustainability of this market, the present research develops and compares seven machine learning approaches to identify waste in online app reviews. The Random Forest approach shows the best performance with accuracy of 0.94. If such approach were implemented to reduce data waste in 11 app stores, 252,611 kg of CO2, US$ 74,392 and 25,880 person hours could be saved. Having demonstrated its potential for app reviews, the developed approach could be extended to achieve greater savings and improve sustainability across different segments and types of online reviews.;machine learning
Augmenting the algorithm: Emerging human-in-the-loop work configurations;https://doi.org/10.1016/j.jsis.2020.101614;How do configurations of humans and algorithms evolve as firms adopt artificial intelligence (AI) capabilities, and what are the implications for work and organization? We explored these questions through a two-year long case study of an organization in the international maritime trade that introduced automated algorithmic support for data analysis and prediction work. Drawing on a human–machine configuration perspective, we found that humans and the algorithm were configured and reconfigured in multiple ways over time as the organization dealt with the introduction of algorithmic analysis. In contrast to replacing human work, the emergent configurations required new roles and redistribution of extant expertise to augment and improve the accuracy of the algorithm. Our analysis suggests that the new configuration resembled a human-in-the-loop pattern, comprised of both the augmentation work of auditing (i.e. the generation of a ground truth and assessment of the algorithmic output against this) as well as the work of altering the algorithm and the data acquisition architecture. Our research points to the strategic importance of a human-in-the-loop pattern for organizational reflexivity to ensure that the performance of the algorithm meets the organization's requirements and changes in the environment.;machine learning
Human Identification for Activities of Daily Living: A Deep Transfer Learning Approach;https://doi.org/10.1080/07421222.2020.1759961;Sensor-based home Activities of Daily Living (ADLs) monitoring systems have emerged to monitor elderly people’s self-care ability remotely. However, the unobtrusive, privacy-friendly object motion sensor-based systems face challenges such as scarce labeled data and ADL performer confusion in a multi-resident setting. This study adopts the design science paradigm to develop an innovative deep transfer learning framework for human identification (DTL-HID) to address both challenges. A novel convolutional neural network (CNN) is proposed to automatically extract comprehensive temporal and cross-axial motion patterns for the DTL-HID framework. We rigorously evaluate the DTL-HID framework against state-of-the-art benchmarks (e.g., k Nearest Neighbors, Support Vector Machines, and alternative CNN designs). Results demonstrate our proposed DTL-HID framework can identify the ADL performer accurately even on a small amount of labeled data. We demonstrate a case study and discuss how stakeholders can further apply this approach to unobtrusive smart home monitoring for senior citizens. Beyond demonstrating the framework’s practical utility, we discuss two implications of our design principles to mobile analytics and design science research: (1) extracting temporal and axial local dependencies can capture richer information from multi-axial time-series data and (2) transferring knowledge learned on a relevant source domain with sufficient data can improve the performance of the desired task on the target domain with scarce data.;machine learning
Data mining fool’s gold;https://doi.org/10.1177/0268396220915600;The scientific method is based on the rigorous testing of falsifiable conjectures. Data mining, in contrast, puts data before theory by searching for statistical patterns without being constrained by prespecified hypotheses. Artificial intelligence and machine learning systems, for example, often rely on data-mining algorithms to construct models with little or no human guidance. However, a plethora of patterns are inevitable in large data sets, and computer algorithms have no effective way of assessing whether the patterns they unearth are truly useful or meaningless coincidences. While data mining sometimes discovers useful relationships, the data deluge has caused the number of possible patterns that can be discovered relative to the number that are genuinely useful to grow exponentially—which makes it increasingly likely that what data mining unearths is likely to be fool’s gold.;machine learning
Embodied Conversational Agent-Based Kiosk for Automated Interviewing;https://doi.org/10.2753/MIS0742-1222280102;We have created an automated kiosk that uses embodied intelligent agents to interview individuals and detect changes in arousal, behavior, and cognitive effort by using psychophysiological information systems. In this paper, we describe the system and propose a unique class of intelligent agents, which are described as Special Purpose Embodied Conversational Intelligence with Environmental Sensors (SPECIES). SPECIES agents use heterogeneous sensors to detect human physiology and behavior during interactions, and they affect their environment by influencing human behavior using various embodied states (i.e., gender and demeanor), messages, and recommendations. Based on the SPECIES paradigm, we present three studies that evaluate different portions of the model, and these studies are used as foundational research for the development of the automated kiosk. The first study evaluates human-computer interaction and how SPECIES agents can change perceptions of information systems by varying appearance and demeanor. Instantiations that had the agents embodied as males were perceived as more powerful, while female embodied agents were perceived as more likable. Similarly, smiling agents were perceived as more likable than neutral demeanor agents. The second study demonstrated that a single sensor measuring vocal pitch provides SPECIES with environmental awareness of human stress and deception. The final study ties the first two studies together and demonstrates an avatar-based kiosk that asks questions and measures the responses using vocalic measurements.;machine vision
INTELLIGENT ROAD MAINTENANCE: A MACHINE LEARNING APPROACH FOR SURFACE DEFECT DETECTION;https://aisel.aisnet.org/ecis2018_rp/194/;"The emergence of increased sources for Big Data through consumer recording devices gives rise to a new basis for the management and governance of public infrastructures and policy de-sign. Road maintenance and detection of road surface defects, such as cracks, have traditionally been a time consuming and manual process. Lately, increased automation using easily acquirable front-view digital natural scene images is seen to be an alternative for taking timely maintenance decisions; reducing accidents and operating cost and increasing public safety. In this paper, we propose a machine learning based approach to handle the challenge of crack and related defect detection on road surfaces using front-view images captured from driver’s viewpoint under diverse conditions. We use a superpixel based method to first process the road images into smaller coherent image regions. These superpixels are then classified into crack and non-crack regions. Various texture-based features are combined for the classification mod-el. Classifiers such as Gradient Boosting, Artificial Neural Network, Random Forest and Linear Support Vector Machines are evaluated for the task. Evaluations on real datasets show that the approach successfully handles different road surface conditions and crack-types, while locating the defective regions in the scene images.";machine vision
MACHINE LEARNING APPROACHES ALONG THE RADIOLOGY VALUE CHAIN – RETHINKING VALUE PROPOSITIONS;https://aisel.aisnet.org/ecis2019_rp/158/;Radiology is experiencing an increased interest in machine learning with its ability to use a large amount of available data. However, it remains unclear how and to what extent machine learning will affect radiology businesses. Conducting a systematic literature review and expert interviews, we compile the opportunities and challenges of machine learning along the radiology value chain to discuss their implications for the radiology business. Machine learning can improve diagnostic quality by reducing human errors, accurately analysing large amounts of data, quantifying reports, and integrating data. Hence, it strengthens radiology businesses seeking product or service leadership. Machine learning fosters efficiency by automating accompanying activities such as generating study protocols or reports, avoiding duplicate work due to low image quality, and supporting radiologists. These efficiency improvements advance the operational excellence strategy. By providing personnel and proactive medical solutions beyond the radiology silo, machine learning supports a customer intimacy strategy. However, the opportunities face challenges that are technical (i.e., lack of data, weak labelling, and generalisation), legal (i.e., regulatory approval and privacy laws), and persuasive (i.e., radiologists’ resistance and patients’ distrust). Our findings shed light on the strategic positioning of radiology businesses, contributing to academic discourse and practical decision-making.;machine vision
Diagnostic Doubt and Artificial Intelligence: An Inductive Field Study of Radiology Work;https://aisel.aisnet.org/icis2019/future_of_work/future_work/11/;Technological developments in emerging AI technologies are assumed to further routinize and improve the efficiency of decision making tasks, even in professional contexts such as medical diagnosis, human resource management, and criminal justice. We have little research on how AI technologies are actually used and adopted in practice. Prior research on technology in organizations documents a gap between the expectations for new technology and its actual use in practice. We conducted a comparative field study of three sections in a Department of Radiology in a major US hospital, whereby new and existing AI tools were being used and experimented with. In contrast to expectations about AI tools, our study reveals how such tools can lead routine professional decision making tasks to become nonroutine, as they increased ambiguity and decision makers had to work to reduce it. This is particularly challenging since the costs of dealing with ambiguity – increased time to diagnose – were often weighed against the benefits of such ambiguity (potentially more accurate diagnoses). This study contributes to literatures related to technology, work, and organizations, as well as the role of ambiguity in professionals’ knowledge work.;machine vision
Beauty’s in the AI of the Beholder: How AI Anchors Subjective and Objective Predictions;https://aisel.aisnet.org/icis2019/future_of_work/future_work/15/;"Researchers increasingly acknowledge that algorithms can exhibit bias, but artificial intelligence (AI) is increasingly integrated into the organizational decision-making process. How does biased AI shape human choices? We consider a sequential AI-human decision that mirrors organizational decisions; an automated system provides a score and then a human decides a score using their discretion. We conduct an AMT survey and ask participants to assign one of two types of scores: a subjective, context-dependent measure (Beauty) and objective, observer-independent measure (Age). Participants are either shown the AI score, shown the AI score and its error, or not shown the AI score. We find that participants without knowledge of the AI score do not exhibit bias; however, knowing the AI scores for the subjective measure induces bias in the participants’ scores due to the anchoring effect. Although participants’ scores do not display bias, participants who receive information about the AI error rates devalue the AI score and reduce their error. This study makes several contributions to the information systems literature. First, this paper provides a novel way to discuss artificial intelligence bias by distinguishing between subjective and objective measures. Second, this paper highlights the potential spillover effects from algorithmic bias into human decisions. If biased artificial intelligence anchors human decisions, then it can induce bias into previously unbiased scores. Third, we examine a method to encourage participants to reduce their reliance on the artificial intelligence, reporting the error rate, and find evidence that it is effective for the objective measure.";machine vision
The limits to language in doing systems design;https://doi.org/10.1057/s41303-017-0043-4;We employ a conversational genre of performative research in order to explore foundational issues of language and design in information system practice. Initially, Sir Geoffrey Vickers (†2004), C. West Churchman (†1999), Hans-Georg Gadamer (†1982) and Jurgen Habermas are portrayed as engaging in a roundtable discussion on the topic: “Are there Limits to Language in Doing System Design?” We employ an updated, AI-enhanced version of Memex, an intelligent agent originally described by Vannevar Bush at the end of WWII, to serve as a plausible digital platform for enabling a discussion among intelligent agents, both living and dead. The Memex system conducts a spirited conversation among the four scholars and later brings Pierre Bourdieu (†2002) and Bruno Latour into the discussion in order to enrich the unfolding conversation. After the roundtable, Jurgen Habermas and Sir Geoffrey Vickers synthesize the learning from their perspectives.;natural language processing
Needmining: Identifying micro blog data containing customer needs;https://doi.org/10.48550/arXiv.2003.05917;The design of new products and services starts with the identification of needs of potential customers or users. Many existing methods like observations, surveys, and experiments draw upon specific efforts to elicit unsatisfied needs from individuals. At the same time, a huge amount of user-generated content in micro blogs is freely accessible at no cost. While this information is already analyzed to monitor sentiments towards existing offerings, it has not yet been tapped for the elicitation of needs. In this paper, we lay an important foundation for this endeavor: we propose a Machine Learning approach to identify those posts that do express needs. Our evaluation of tweets in the e-mobility domain demonstrates that the small share of relevant tweets can be identified with remarkable precision or recall results. Applied to huge data sets, the developed method should enable scalable need elicitation support for innovation managers - across thousands of users, and thus augment the service design tool set available to him.;natural language processing
DESIGNING AN AI-BASED ADVISORY PLATFORM FOR DESIGN TECHNIQUES;https://aisel.aisnet.org/ecis2019_rp/152/;The usage of design techniques in design processes is an important driver for the success of digital services. However, before using design techniques, suitable techniques need to be selected. With the continuous growth of the number of design techniques, the selection of appropriate ones becomes more difficult, especially for design novices with limited knowledge and expertise. In order to support the selection process, we propose design principles for the development of an advisory platform that interacts with design novices to suggest design techniques for different design situations using artificial intelligence (AI) techniques. Specifically, we leverage conversational agents, recommender techniques, and taxonomic background knowledge to conceptualize and implement an AI-based advisory platform. Following a design science research methodology, we contribute design knowledge for the class of advanced advisory platforms. Furthermore, from a practical point of view, we help design novices with our implemented advisory platform in the contextualized selection process of design techniques.;natural language processing
